Agent Index,Interacting Agent Index,Time Interval,Intensity
53,50,6.513987164288512,0.009841241328195971
75,41,9.148192540295673,0.24346079227118766
48,15,7.767801788987083,0.7136052498759755
52,88,1.5827087482234237,0.20764631674966094
91,29,2.7343235816879474,0.14895783199367685
38,8,4.334045729516742,0.6439094471011881
29,63,4.210981817246595,0.2554432621369428
27,36,8.47635840100173,0.3832054559612531
61,26,9.548384089998105,0.6427227428081111
59,75,0.19282581475098315,0.6828452816536151
43,36,2.766678550264544,0.09873500692734027
25,65,3.1770527299851494,0.3435712193957915
8,40,8.102382721566547,0.09587949195147027
94,25,8.241622912147497,0.5730417318280656
59,47,7.699772353241968,0.39279197145264855
89,56,0.5541668883448503,0.06333660535403263
17,97,0.39998863659011175,0.7631024669772002
21,24,9.481067041452134,0.383204002416655
89,60,6.957525839570176,0.30328744337885094
52,38,2.3412395878589987,0.16383796788949623
28,0,6.141151899527708,0.7962272950902385
86,66,0.2603884125232203,0.7358136231991173
91,84,3.6123649897326304,0.7799712779618293
10,8,8.663266709710413,0.12171387351501184
61,29,1.6262042324661152,0.10065614499197328
50,21,4.841685610806538,0.7543211044433643
36,87,3.452267039247221,0.24586831246758334
81,82,8.650432434700082,0.06323310864576226
92,22,5.715589643104055,0.31823996685111133
73,35,6.284157263259199,0.11694633297875623
10,84,8.999192526045253,0.6437786483355039
41,24,3.329425451169008,0.5970435365473865
83,28,6.085727947739475,0.16747815697677937
91,92,2.3851917083174436,0.7073630889864982
43,70,8.455754235213357,0.10182165120349396
5,83,6.174698872178428,0.941209396024936
59,14,2.291049580905622,0.5455844456290104
13,2,9.46944893647284,0.7369595962496633
58,44,3.57900560392034,0.6837125615283298
25,93,5.116785984157063,0.13994535890464188
62,46,7.148574887294899,0.5405338300800007
22,90,1.0063834871966304,0.4877659103098638
99,46,0.8665745698758154,0.10833600628847495
38,43,0.7143250674023671,0.23448581373131705
4,16,8.1451375328301,0.16790513318785627
4,92,4.96476895002348,0.8104031815415705
98,4,5.911646782174485,0.7988305382316447
65,93,2.6847021765065024,0.287871730729368
7,54,9.222677019633089,0.537725039535849
29,68,2.9028843779458393,0.3334779206701901
81,42,9.099960055312769,0.344508935524367
96,3,1.8276294599828247,0.5879862401519191
12,69,7.444276394152981,0.14065410813768553
53,24,3.8426989168155936,0.553110116244658
32,53,2.8024046447519813,0.14749352841808105
31,26,1.8300810567986148,0.2511953179826105
52,63,8.181614960177079,0.5342722919206799
43,79,3.6303269687559436,0.041962863257867467
32,67,6.808129891567074,0.9655803746876441
88,7,6.529327196638947,0.8705529513644207
24,22,2.343935060531636,0.9962011342143507
52,76,9.903506135903946,0.24535465759316943
34,71,3.440764716127096,0.8830014936240537
90,8,4.9723666216465015,0.8660633726701565
2,16,3.981201904138718,0.5462666429394176
51,73,9.173840400289956,0.865539433334778
29,47,3.148978965476934,0.008528755768497653
49,17,4.411053661515005,0.29462045868329656
94,20,2.99799449269492,0.008094047003058158
14,89,6.932501717103873,0.47267759190124015
71,63,2.4410782836620495,0.8450391983408515
65,41,8.452847533443084,0.2344428882511541
93,89,5.446234835932727,0.330607083902015
75,74,7.1764769352007916,0.025050360616053924
4,20,5.261301134184475,0.8635716467281545
50,54,9.317619443580812,0.648110436821533
74,16,0.9372646530940454,0.9950542940364594
87,38,7.183818262108614,0.13361402344750717
14,30,9.169442123777605,0.16886440853265938
88,71,3.3102347294712953,0.5561612966102644
85,33,7.070634425610756,0.2863648970197845
89,46,9.177775831868844,0.07552739773663264
3,94,8.183009216900762,0.4620521108586507
34,24,2.1401199464054477,0.5509220560673987
72,6,1.7324077130068205,0.8059066985821882
79,34,0.44615888882443167,0.36544912453839706
80,10,8.963528390783331,0.6351811175877636
50,9,7.047409633314041,0.41897643552173114
18,41,8.56145461013509,0.43182853230932194
14,83,7.53361659631241,0.217323186288224
86,35,8.89767842506425,0.9536791563015704
82,4,8.12157962871083,0.37018509361329277
97,31,8.648762210396342,0.34765263360451615
7,99,8.776027691582023,0.25878808302839884
18,83,6.269859483863993,0.3125403759007429
44,77,4.464382164004213,0.13901033013312758
15,84,8.98611873951888,0.5071629988483005
71,12,4.984748548530953,0.40055692578644464
55,15,2.5012472920711772,0.5476296836584915
29,20,1.323833021883356,0.28336173169726786
18,29,0.1507888595102047,0.07317326091711773
87,31,5.74536343344707,0.4686744188513029
16,46,3.6391719351673633,0.0794946256761716
47,6,4.142412582685995,0.12319743144062067
44,62,4.543247941899508,0.247526152958766
37,3,8.042882111482527,0.7441702016120487
16,62,5.768476020179256,0.47664663572590715
62,70,1.8980155315166736,0.23647147445571282
22,5,8.046646738605578,0.6345913535526976
2,30,5.274857202949921,0.3008106462729032
25,77,1.2803466196095459,0.36112700934738684
25,88,0.27025905784243576,0.33565355291757737
99,62,8.168023992027726,0.10124829380096845
26,41,1.8811304853591704,0.9029155005956867
26,17,8.589612826175477,0.9213970386212076
77,47,7.831043375818597,0.4247028116988881
35,17,4.152762492180637,0.4745679027732439
71,70,6.160068068019173,0.6521567323522888
10,93,4.425380020352634,0.7054440482566736
16,28,3.311087652028042,0.9166201071677543
85,31,6.45496925102327,0.22055188410179216
59,85,3.2656053850868405,0.4212341556171103
37,1,2.483329632428263,0.2826638966987185
93,70,3.188395899451053,0.21875828829817812
76,73,7.711950568255208,0.5022244747840047
56,50,2.785621560145656,0.9185163236605833
24,30,9.29755591451815,0.4328965887063524
43,79,6.304758039767384,0.8186748853057808
43,42,5.542757737114167,0.19833513133534986
16,68,3.102059433024935,0.11092284566460309
55,22,4.48744700920494,0.8547061529638681
24,45,9.16283607437596,0.5803737376495258
55,49,9.957213997749054,0.18841253768327848
98,92,5.763243882706385,0.9134748899042435
79,45,2.0356604853285454,0.9602500660221783
42,49,5.046691251349574,0.12302780997543783
19,8,8.395827945704132,0.5118220858973469
86,67,3.3253137878628913,0.31971277856462366
88,59,2.9664952022095536,0.19401296630828513
22,68,0.3384038872996886,0.20935264425984557
29,80,6.115713782624931,0.7495259112078474
28,91,9.320314287253098,0.16028074257299518
53,20,0.14522197751418386,0.6035801190491846
9,3,7.584164121549164,0.15831465204436646
31,88,2.730702741829185,0.29430232215069896
52,61,0.15088073664091484,0.8229746138822506
27,9,4.728286397295321,0.2628311922872978
33,86,7.614042631030896,0.6361740132693546
88,96,7.931938114936079,0.8622558475628161
82,59,7.5582925932469145,0.618105304402339
69,92,6.098154553251156,0.8344150383601279
23,50,2.771872594923157,0.5233656747968031
32,79,2.9523425703149506,0.05141448060184706
43,96,5.495483582006947,0.6075736888332405
47,49,8.948174139790332,0.703515789046357
47,82,7.79232272382948,0.28713868588623237
3,55,2.1197005987232687,0.8710215637843753
17,16,7.636187145481843,0.4463501376184047
66,17,5.96216082558347,0.1156295679843291
88,40,3.8833354969600564,0.7827144296503963
96,65,2.7887703424127586,0.00308759494866484
62,32,2.018292224720104,0.5025080299253926
55,54,1.7003344426926126,0.08895997472318506
60,57,9.673556267275426,0.6050642601172523
67,52,4.877761334010176,0.9199827916724133
63,13,1.7776983995884343,0.460048381662998
82,12,2.3935471506408144,0.8012083235883181
66,32,0.11754795261362139,0.37092099189472627
3,11,6.846716842391126,0.5511448261403317
98,78,8.156000887373777,0.07543486878681582
56,15,7.6584173143233,0.11395001805719251
82,67,2.510812196657246,0.2697436040624521
66,88,5.850870985161633,0.5194042053397994
78,22,5.318050188652826,0.3741489531161384
17,17,5.682766690116123,0.20102723484565566
84,58,4.600053324359877,0.8665601602485907
51,83,7.905940738999307,0.23155308931227125
38,92,6.330499459552722,0.3949879347311296
17,51,2.305887472499214,0.8529892916573967
93,49,5.043004483856393,0.6064709004839419
69,95,0.2476376406695313,0.17395004518990098
8,41,2.59984936498891,0.42830518585779387
64,74,7.659173451036309,0.7110193229540483
49,67,4.430934873881354,0.6036641096307729
46,56,8.343715010160377,0.46405645321798394
93,84,8.20735245970513,0.9654588716041783
52,36,4.071777045509133,0.09514425913775437
56,13,9.263991384633917,0.7514734590438714
29,74,6.844402733610884,0.9869675256906077
40,54,4.596949606037163,0.051095680266435295
54,52,9.074772108375173,0.8012517742676243
20,9,5.9595745038121715,0.6852065620945298
25,43,9.578013720201213,0.33143069568800143
53,94,8.883872807719479,0.143434155051809
37,86,1.0007570551447964,0.3335433501456836
90,12,8.867737588204768,0.7987419668276835
76,26,4.114199161021061,0.2052471840848128
84,37,6.40601059783028,0.29110876156895105
71,36,3.164557443444541,0.3836278225803993
68,13,5.169089476033971,0.5593237600212109
58,24,0.440467195947275,0.42080890544485416
83,21,7.362737228855421,0.36959621568374235
