Agent Index,Interacting Agent Index,Time Interval,Intensity
9,72,2.914227778302505,0.6826991464281399
4,23,1.7626573477813823,0.1867575121778262
96,10,6.188166718934582,0.5343467721947005
0,58,7.089036604140549,0.10775487424959562
9,11,9.67302895627405,0.8980069940395575
93,82,3.5711730462818903,0.8470185341812573
44,20,7.492920372324567,0.8767819235925547
81,59,8.877288545955315,0.5726311240333285
13,58,7.855807841441584,0.943416360883798
55,41,8.615477261049776,0.28432691622917616
3,25,4.451749865199233,0.8913642362995232
11,22,2.9730546580604997,0.29981855155001325
76,71,3.8844120704576577,0.7286341972286404
48,36,1.5232199132644864,0.5145761295979717
98,22,2.718914273776586,0.7076840108883607
26,15,2.1845358786259785,0.7831605938784265
88,80,7.478995841823769,0.6409935415627314
41,71,4.602269400448483,0.9921185937661067
9,72,3.4198736933186646,0.9166824813396153
57,54,5.300520828275738,0.6892351426205671
54,56,5.816201895124036,0.8659727417260997
84,47,4.094474084211179,0.3997958008433463
15,45,7.993018008393561,0.8704458892221738
17,51,6.13897007916667,0.9648374061250926
21,97,1.8012852087460351,0.36901019639081134
69,22,2.416538351050921,0.9864639695301223
74,60,4.362163305391271,0.3712260589076263
94,87,9.872530116893952,0.38401371533485174
72,19,6.7283068678525755,0.32881118325285585
22,29,6.68050847751975,0.9697631261691214
61,46,4.930428144808266,0.4172336148672652
56,7,8.72630136004489,0.21157918158984157
8,23,2.9498170927352128,0.6137918778944923
16,3,6.210064056150158,0.5153153524864713
34,15,1.3792770232659568,0.9517064711431299
67,94,9.48326600196943,0.9458851803129598
39,8,4.438852003317232,0.5900555758968664
88,92,0.024873423364663028,0.024753883423453193
91,41,4.98413218316343,0.847102271146868
46,92,2.681589592840341,0.35983462243833575
33,27,5.404912374265333,0.6721719225515167
26,88,4.635528942368791,0.9482013513281706
83,78,6.094650214477303,0.7149120805237638
8,38,3.792069398035318,0.057350140158731966
69,26,5.28691302773999,0.003072222774669897
70,4,2.9854952898326124,0.23203797932624926
67,69,0.6928829210410559,0.07763575576610571
40,84,2.5102336158353697,0.8960826689678371
33,31,3.977974273644035,0.5884174903951659
11,54,0.08465506592757133,0.6803844913904717
13,81,1.5661540838375687,0.34374535391176464
70,32,4.390982356838365,0.4622252382126143
80,11,6.4996703453849864,0.915809779678598
60,1,2.0111652888340013,0.9496414908132494
72,5,1.3238998665651902,0.49677849650953776
76,76,0.21973026748088764,0.9611826411513842
26,19,6.599848837190305,0.6225975506807934
97,84,7.907613923056919,0.1741259596155258
10,47,7.94232102985182,0.417089659665809
68,95,8.71933405152487,0.4730314036714953
87,7,2.273143230465149,0.941884830527986
78,95,0.7959663612567724,0.7807901682100586
43,64,8.268799497585611,0.9771738202667778
69,39,5.785017466876434,0.7661568652822905
83,23,2.157365752619306,0.6391250192403155
1,39,7.83307894998671,0.7311494293277346
45,70,2.623901876474808,0.2777724331353346
16,60,4.989352872396161,0.10707498471394494
11,17,2.729649547935531,0.8204342446345623
80,77,6.588965105333038,0.2867543980568842
46,98,6.693191757579374,0.40880065076358685
91,65,2.903597713934033,0.3931442047883065
98,47,3.8489534597418995,0.41097128089722157
12,3,6.854179151003045,0.04163972350503187
86,28,2.9960330864729148,0.8641050432288885
72,76,2.990552826012225,0.22519385952105397
80,4,5.530859821727081,0.38228882244996387
95,84,0.7199327596161764,0.036165290628866864
42,47,3.9865585053480834,0.6858625250509734
98,3,2.5758390391803863,0.4244230074059112
17,63,4.812652214934011,0.3686661931997619
14,78,2.6316982476663964,0.05211874976005215
22,94,0.6972111448385587,0.48403632622951254
42,43,9.515787037107701,0.009831527561575903
62,88,0.007127490780595158,0.2768895268006344
67,71,0.6313198403195397,0.041723659955730574
66,25,2.2595588525399313,0.3722392929544631
58,46,0.41879041384945803,0.08989144881754885
58,95,7.9549707494999815,0.2616410486899894
26,90,8.137043823209007,0.5491274799034928
34,25,3.5311620347403028,0.22867874954885714
53,2,3.3618329417577018,0.6602261848682114
48,86,1.9010065638418583,0.5222332913436765
13,69,5.81815018391909,0.9740220343398174
28,24,7.023058277512709,0.7600614904391981
72,63,5.96743005840613,0.7802621400177376
19,14,4.847806924816364,0.0602715099349338
4,90,5.268067740613599,0.10222213350582032
36,27,1.8701202916050896,0.8153445538596785
63,39,3.7330060909108207,0.49651367627585763
98,22,3.562740173389175,0.584405499328503
63,58,2.1213512446978147,0.36973486712719394
44,99,9.011727052172976,0.10133689707492555
17,96,6.0744716926653926,0.7885691635402455
68,5,7.739478589670432,0.44061535046167766
92,84,2.1120488722262367,0.74843764299737
42,47,3.1066401119398446,0.11698435709564625
