Agent Index,Interacting Agent Index,Time Interval,Intensity
66,0,1.8172369246500197,0.006012368176620986
74,92,4.063473307316592,0.44764113765276414
10,28,2.5078058170016004,0.9556666937503718
28,6,5.0663925880424,0.030157397136076347
14,34,0.9023473288248696,0.40762532229169424
82,17,4.409706397800109,0.8581145623573369
43,2,4.156581552776811,0.2765556802005179
62,27,1.2914385251065508,0.009513514017428504
39,15,4.862643162759489,0.3406184083074584
37,61,6.003686928238557,0.7615036747316247
26,25,0.75888883318599,0.7458770745925443
31,38,6.903844182398593,0.9278421364738013
78,11,3.956008580201522,0.6503839273684523
90,48,6.769446426997564,0.10888629056775989
85,91,0.7232151612815041,0.5467854056064144
48,61,2.2328510614263974,0.44718384957966695
78,96,0.7063783545238811,0.8896588296914104
6,48,9.293321418971457,0.8244605077577327
59,60,1.346910814314961,0.1075512883150157
91,18,4.159645334446736,0.9035452588829113
49,29,6.086884750360499,0.3383082213819574
49,65,6.530330988330888,0.6544708521532662
22,21,2.359281478670309,0.6932914366816318
36,11,0.6214541407681629,0.277228132146625
68,35,1.384050140411951,0.9858517993039427
27,3,8.941691191907072,0.8676675804245452
21,20,1.805147298856169,0.8465608015601254
84,86,2.4225104203737757,0.43038948235552
26,63,6.483320436344188,0.6967437250929029
29,96,0.8799624974435949,0.49727731725706925
14,27,9.114149895145916,0.3607316314698501
56,94,3.436609544657556,0.03583350304170885
92,83,7.224940852275099,0.796582912719368
36,14,1.9585817639216085,0.5523849902001531
31,13,4.484949871338362,0.26768807176332765
23,83,0.015340968768530194,0.10036970882600071
56,88,9.644090451403999,0.4768964287882195
49,31,7.09441961853263,0.06924208901127449
93,71,1.9071767620603308,0.1034237044014571
47,60,7.971199482192748,0.18391554416077116
26,87,4.1078464708973215,0.27716258035987584
4,84,1.187407367890705,0.591748889516374
40,49,1.5983463783361906,0.7862069123228235
35,37,9.477098230814514,0.6785201377250942
55,46,4.4392432669147865,0.8755928204327293
78,45,3.267941991588039,0.8380363457231991
54,81,7.164718663466019,0.1620363873309948
5,92,5.380116701363553,0.20282298378753127
52,93,8.344482466024907,0.8636854730280744
62,23,6.701569229007836,0.5040441233693438
73,98,8.118088212815017,0.28909432113979583
58,27,1.8661553338044412,0.950297468551335
66,1,6.492082007243933,0.46419110664867524
39,48,5.019406802332588,0.8247073034288753
14,50,1.4376340264666165,0.5119841394352085
99,26,1.8385790775577826,0.3252535154166645
56,24,3.81520574287756,0.9493833892557094
12,85,4.590511092408569,0.8830225997371698
86,49,2.256171992717796,0.23012674462476623
88,49,4.176669994920607,0.29142550506828013
78,12,7.834379855411703,0.7857791594264615
32,25,5.98743219341273,0.6017363643492531
22,64,6.920059245930357,0.40418357976938335
61,67,7.614317747527228,0.1194139638185292
49,48,5.287355461807298,0.6925352138956495
92,33,1.0903989744713527,0.7393398513964201
67,19,3.4874417270160754,0.7594694251871744
19,47,0.16504452846147655,0.6950781665506448
23,53,3.9361428532544496,0.2553940611426446
23,35,3.5450049204356415,0.24938808055450234
90,68,8.123188697688832,0.5077132957074547
45,38,8.489594860937716,0.8518278364060441
31,98,0.7355476804641636,0.4276085779375872
94,67,6.91245915282636,0.2578313271797378
69,66,1.4941880378682837,0.48289983567784056
30,14,8.822005482549379,0.6672125252010723
94,45,6.8878032268713305,0.4353270629542777
92,56,9.772394909616143,0.6595689986069757
98,37,7.6484985184170124,0.3917151822749264
70,59,3.702798635248433,0.061744383601446184
24,86,0.9885849505381816,0.46973558683739525
20,2,0.04912805020394151,0.6576301400716553
90,77,7.622215907800679,0.45040666331175994
63,97,2.5762955502800877,0.06689564467549869
40,22,3.184498179260392,0.4423936808955783
23,85,3.913729685022269,0.9982090099271226
19,45,2.038237218553247,0.8103181976684201
60,1,9.762520396551164,0.5486821038416273
0,29,7.192738832418542,0.6131583807313137
84,17,8.749307528435297,0.5225577012900724
83,48,7.086116913452992,0.9900778680704334
74,40,2.2821555707866126,0.35018334993217504
3,13,0.36995864315547355,0.11846637314579411
50,78,3.941694960962491,0.6034833071010233
37,56,1.2302019767572725,0.4601094370224549
25,82,8.558629082547203,0.18125777696742207
56,50,5.666529201636958,0.34450397914279596
46,23,6.008069289249349,0.8728988105709846
2,52,1.7097510664836613,0.13851074831486443
7,78,5.960466354795643,0.397621705031562
