Agent Index,Interacting Agent Index,Time Interval,Intensity
88,99,8.486887539457896,0.6304214594796798
22,98,3.2976061937586563,0.781281314136626
75,99,4.430757248996154,0.1192555052707921
1,16,7.048835094335958,0.13157790618351306
64,56,4.655156331391267,0.6998835788082481
52,23,0.40055384199715993,0.75098379425079
57,7,1.5925582330513355,0.18543205571638421
48,53,6.490406524470783,0.2868193033569312
29,51,4.493661262409669,0.5815858845665998
43,75,0.6573777627777944,0.48978674189411686
50,69,1.5519768951778778,0.054714720400359296
83,70,9.975574102080033,0.29285241977157617
50,61,3.8682067678943124,0.4261808134423466
75,33,6.740529736522591,0.2455572388334618
64,22,5.975520317563916,0.339408352827008
12,25,8.123063683302792,0.5784864212678281
26,1,1.4395665451710782,0.9527690571698493
14,60,1.4430820158919855,0.39247712631007536
2,85,3.8006454199690043,0.2921826762943228
67,47,4.673025133711266,0.8086927544736627
90,80,0.6743678721890989,0.8176138774275091
0,56,8.047433934786856,0.2559808833574637
95,81,5.215697774477086,0.9006825144319155
30,35,3.990730095641025,0.5069325770991455
39,65,2.3811238779362887,0.30447260187846537
70,7,7.576691410586301,0.09327402375535143
98,41,2.769033142970916,0.052943430372137
40,9,1.53999525068522,0.3637708934017183
25,26,7.337572932448316,0.9914045891898488
85,24,0.6183737562734581,0.12280394449800236
92,64,2.7937380809337697,0.38492439656092525
54,3,0.358907903107174,0.6108859228588672
88,13,5.20066638591457,0.6428277196598772
58,14,5.132696666075683,0.7770071741679037
96,37,8.951072527951148,0.15909392193657212
19,5,2.667024065530701,0.16760141110060367
38,65,4.776675413849936,0.6358673983241082
33,43,9.388244029403698,0.2677659863381495
74,3,1.920978437228692,0.8181512011809285
4,22,1.1168095443666715,0.49875323614048606
33,78,5.247483529457279,0.1808059413598897
27,55,1.4802711152787895,0.2644792206222256
13,47,9.879205440524398,0.8262467807502241
91,41,6.006774424396097,0.36409489715815657
91,18,6.618327483739249,0.808798335582276
28,70,1.2853107381027506,0.07098388830301883
59,30,7.047303701965818,0.6403449892486467
38,14,6.185026335954712,0.299405530751356
90,4,8.716153438777326,0.8234338404902319
31,81,2.4693304094766266,0.08279562712445887
72,3,5.256897773525066,0.6592241405225215
6,20,6.098476239562825,0.7645209043837615
86,36,0.08937541961729134,0.35642021687049374
75,94,8.854515849420165,0.9606419685383933
54,98,4.638295722864876,0.5073037465495944
98,46,2.1629311222063374,0.27936623481924505
56,65,4.647708874943114,0.3714395293129583
76,77,5.891978882816718,0.22901678369513967
8,24,7.3415194739594805,0.16260056535985934
6,95,7.261061146157749,0.521374883996052
3,57,8.603304779092946,0.5139482482796789
8,9,7.012907842879529,0.4997630558711238
66,69,7.715026519996071,0.8236282668323782
87,9,4.079938354014608,0.4660587190357144
64,48,0.8764088012451265,0.2749338760438347
75,12,7.643239456414168,0.6320420632107933
44,35,8.966995279467467,0.24014856201649082
13,30,7.402636843700636,0.022401560118258
57,73,2.820428173846705,0.943722059836342
61,73,9.41610911071566,0.5783995362749058
